Age,Job,Marital,Education,Housing,Loan,Contact,Duration,Success
32,admin.,single,university.degree,yes,no,telephone,278,no
32,admin.,single,university.degree,no,no,telephone,389,no
36,services,married,high.school,no,no,telephone,158,no
37,blue-collar,married,basic.9y,no,no,telephone,258,no
50,services,married,high.school,no,no,telephone,87,no
46,blue-collar,married,basic.6y,yes,no,telephone,147,no
41,admin.,married,high.school,no,no,telephone,635,no
43,blue-collar,single,basic.4y,no,no,telephone,289,no
51,management,married,university.degree,yes,no,telephone,170,no
38,admin.,married,university.degree,yes,no,telephone,802,no
41,technician,married,basic.6y,yes,no,telephone,381,no
39,services,married,high.school,no,no,telephone,218,no
52,blue-collar,married,basic.4y,no,no,telephone,57,no
37,technician,married,professional.course,yes,no,telephone,304,no
41,admin.,married,basic.9y,yes,no,telephone,241,no
46,admin.,divorced,university.degree,yes,yes,telephone,230,no
47,technician,married,professional.course,no,no,telephone,79,no
35,technician,married,professional.course,no,no,telephone,262,no
38,services,married,high.school,no,no,telephone,392,no
30,blue-collar,single,unknown,yes,yes,telephone,201,no
30,technician,married,professional.course,no,no,telephone,252,no
35,services,single,basic.4y,no,no,telephone,329,no
58,admin.,married,unknown,yes,no,telephone,328,no
40,technician,married,professional.course,no,no,telephone,191,no
34,technician,married,university.degree,no,no,telephone,116,no
30,admin.,single,university.degree,no,no,telephone,246,no
38,services,married,basic.6y,no,no,telephone,532,no
55,management,single,basic.4y,no,no,telephone,293,no
55,management,married,university.degree,yes,no,telephone,416,no
45,technician,single,professional.course,yes,no,telephone,37,no
36,admin.,married,university.degree,yes,yes,telephone,132,no
35,technician,married,unknown,yes,no,telephone,175,no
55,management,divorced,university.degree,yes,no,telephone,90,no
49,housemaid,married,basic.4y,unknown,unknown,telephone,524,no
29,admin.,married,high.school,yes,no,telephone,29,no
34,blue-collar,married,basic.4y,yes,no,telephone,311,no
54,retired,married,high.school,yes,no,telephone,412,no
36,technician,single,professional.course,no,no,telephone,211,no
30,management,single,university.degree,yes,no,telephone,312,no
33,housemaid,divorced,university.degree,no,no,telephone,392,no
37,blue-collar,married,high.school,no,no,telephone,191,no
36,technician,married,basic.9y,yes,no,telephone,284,no
33,blue-collar,married,high.school,no,no,telephone,328,no
32,housemaid,married,high.school,yes,no,telephone,100,no
32,housemaid,married,high.school,no,no,telephone,226,no
50,blue-collar,married,basic.4y,yes,no,telephone,507,no
39,blue-collar,married,basic.9y,no,yes,telephone,333,no
51,blue-collar,divorced,unknown,yes,yes,telephone,128,no
33,services,married,high.school,no,no,telephone,322,no
33,services,married,basic.4y,no,no,telephone,202,no
56,management,married,university.degree,no,yes,telephone,92,no
39,management,divorced,university.degree,yes,no,telephone,205,no
33,self-employed,single,university.degree,no,no,telephone,739,no
59,retired,divorced,basic.4y,no,no,telephone,273,no
42,admin.,single,unknown,yes,no,telephone,339,no
43,services,married,high.school,no,yes,telephone,262,no
35,admin.,married,university.degree,unknown,unknown,telephone,308,no
46,blue-collar,married,basic.6y,yes,no,telephone,467,no
27,technician,married,basic.9y,no,yes,telephone,245,no
47,admin.,divorced,university.degree,yes,no,telephone,160,no
31,admin.,single,university.degree,no,no,telephone,189,no
32,blue-collar,married,basic.9y,yes,no,telephone,477,no
54,admin.,married,high.school,no,no,telephone,65,no
56,management,married,university.degree,no,no,telephone,191,no
48,services,single,high.school,yes,no,telephone,196,no
44,admin.,married,high.school,yes,no,telephone,221,no
46,admin.,married,high.school,no,yes,telephone,197,no
45,services,married,high.school,yes,no,telephone,178,no
43,admin.,married,professional.course,no,yes,telephone,221,no
40,admin.,single,high.school,no,no,telephone,64,no
56,management,married,university.degree,yes,no,telephone,75,no
47,entrepreneur,married,professional.course,no,no,telephone,400,no
39,management,divorced,university.degree,yes,no,telephone,378,no
48,technician,married,basic.4y,no,no,telephone,118,no
45,housemaid,married,professional.course,yes,no,telephone,1597,yes
36,self-employed,married,university.degree,no,no,telephone,346,no
49,management,married,professional.course,yes,no,telephone,107,no
46,services,married,high.school,no,no,telephone,60,no
38,blue-collar,married,basic.9y,yes,no,telephone,276,no
50,housemaid,married,basic.4y,yes,no,telephone,176,no
40,technician,married,professional.course,yes,no,telephone,251,no
46,management,married,university.degree,yes,no,telephone,716,no
40,admin.,divorced,university.degree,yes,no,telephone,189,no
54,retired,married,high.school,yes,no,telephone,234,no
52,blue-collar,married,basic.4y,yes,no,telephone,79,no
53,admin.,married,university.degree,yes,no,telephone,13,no
49,services,married,high.school,no,no,telephone,296,no
42,blue-collar,married,basic.4y,no,no,telephone,114,no
49,housemaid,married,basic.4y,no,no,telephone,283,no
40,entrepreneur,married,basic.9y,no,no,telephone,109,no
59,admin.,married,university.degree,no,no,telephone,132,no
51,self-employed,married,basic.9y,yes,no,telephone,144,no
57,housemaid,married,basic.6y,yes,no,telephone,121,no
38,self-employed,divorced,basic.9y,yes,no,telephone,95,no
52,self-employed,married,university.degree,no,no,telephone,31,no
26,unemployed,single,basic.9y,yes,no,telephone,112,no
35,admin.,married,university.degree,yes,yes,telephone,161,no
51,admin.,married,university.degree,no,no,telephone,87,no
43,blue-collar,married,basic.4y,yes,yes,telephone,593,no
42,admin.,married,high.school,yes,no,telephone,99,no
60,retired,divorced,university.degree,yes,no,telephone,198,no
36,blue-collar,married,basic.9y,yes,no,telephone,285,no
57,management,married,university.degree,no,no,telephone,190,no
35,student,single,university.degree,no,no,telephone,172,no
43,services,married,high.school,no,no,telephone,174,no
40,technician,married,basic.9y,no,no,telephone,631,no
45,technician,married,university.degree,no,no,telephone,152,no
56,retired,married,high.school,no,no,telephone,176,no
46,services,married,basic.6y,no,no,telephone,32,no
41,blue-collar,married,basic.4y,yes,no,telephone,1529,no
56,blue-collar,married,basic.4y,no,no,telephone,214,no
43,entrepreneur,married,basic.4y,yes,no,telephone,147,no
34,blue-collar,married,basic.4y,no,no,telephone,800,no
38,services,married,high.school,yes,no,telephone,106,no
40,technician,married,basic.9y,no,no,telephone,135,no
38,admin.,married,high.school,no,no,telephone,112,no
48,entrepreneur,married,university.degree,yes,no,telephone,222,no
24,technician,single,professional.course,no,no,telephone,421,no
47,admin.,single,unknown,yes,yes,telephone,410,no
48,blue-collar,married,professional.course,no,no,telephone,207,no
31,admin.,single,high.school,yes,yes,telephone,239,no
39,self-employed,single,basic.4y,yes,no,telephone,83,no
41,technician,single,university.degree,no,no,telephone,160,no
49,blue-collar,married,basic.4y,yes,no,telephone,42,no
56,retired,married,basic.4y,no,no,telephone,55,no
49,admin.,married,high.school,no,no,telephone,157,no
44,blue-collar,married,unknown,yes,no,telephone,336,no
55,housemaid,married,basic.4y,yes,yes,telephone,211,no
59,management,married,basic.4y,yes,no,telephone,88,no
46,blue-collar,married,basic.9y,no,yes,telephone,329,no
39,blue-collar,divorced,basic.6y,yes,no,telephone,305,no
38,unemployed,married,basic.4y,yes,yes,telephone,206,no
29,admin.,single,university.degree,no,no,telephone,122,no
31,technician,single,professional.course,yes,no,telephone,343,no
30,services,divorced,basic.9y,no,yes,telephone,126,no
36,blue-collar,married,basic.4y,yes,no,telephone,249,no
60,blue-collar,married,professional.course,no,no,telephone,59,no
32,services,married,high.school,no,no,telephone,190,no
39,blue-collar,married,basic.9y,yes,no,telephone,216,no
30,services,married,university.degree,yes,no,telephone,51,no
39,blue-collar,married,basic.4y,no,no,telephone,169,no
39,blue-collar,married,professional.course,yes,no,telephone,132,no
46,blue-collar,married,basic.4y,no,no,telephone,117,no
43,unemployed,married,basic.4y,no,no,telephone,275,no
37,services,married,high.school,yes,no,telephone,124,no
38,technician,married,professional.course,no,no,telephone,479,no
31,technician,married,university.degree,yes,no,telephone,285,no
44,admin.,married,university.degree,no,no,telephone,322,no
38,technician,married,unknown,unknown,unknown,telephone,162,no
37,blue-collar,married,basic.4y,unknown,unknown,telephone,195,no
54,housemaid,divorced,unknown,yes,no,telephone,96,no
41,management,married,unknown,yes,no,telephone,149,no
43,technician,married,professional.course,no,no,telephone,720,no
38,housemaid,married,basic.9y,no,no,telephone,92,no
41,blue-collar,married,basic.4y,yes,no,telephone,188,no
38,blue-collar,single,unknown,no,yes,telephone,70,no
33,blue-collar,married,basic.9y,unknown,unknown,telephone,141,no
32,admin.,married,high.school,yes,no,telephone,395,no
43,technician,married,basic.6y,yes,no,telephone,261,no
30,services,married,high.school,yes,no,telephone,502,no
36,technician,divorced,professional.course,no,no,telephone,446,no
38,blue-collar,married,basic.6y,unknown,unknown,telephone,131,no
35,blue-collar,single,basic.6y,yes,no,telephone,198,no
50,self-employed,married,university.degree,no,no,telephone,312,no
38,blue-collar,married,basic.9y,yes,no,telephone,275,no
58,admin.,married,basic.4y,no,yes,telephone,120,no
50,technician,married,professional.course,yes,no,telephone,333,no
33,blue-collar,single,basic.9y,no,no,telephone,113,no
33,blue-collar,single,basic.9y,unknown,unknown,telephone,150,no
44,management,single,university.degree,yes,yes,telephone,91,no
31,management,married,high.school,no,no,telephone,296,no
40,entrepreneur,married,basic.9y,no,no,telephone,128,no
36,services,single,unknown,yes,no,telephone,326,no
44,blue-collar,single,high.school,no,no,telephone,292,no
38,blue-collar,divorced,unknown,yes,no,telephone,215,no
33,blue-collar,married,basic.9y,unknown,unknown,telephone,97,no
39,blue-collar,divorced,basic.6y,yes,yes,telephone,32,no
47,services,divorced,high.school,no,no,telephone,421,no
35,entrepreneur,single,professional.course,no,no,telephone,268,no
42,admin.,divorced,university.degree,no,no,telephone,232,no
36,admin.,married,high.school,no,no,telephone,152,no
35,technician,married,basic.6y,no,no,telephone,104,no
36,services,single,unknown,yes,no,telephone,852,no
56,entrepreneur,married,university.degree,yes,no,telephone,159,no
26,admin.,single,high.school,no,no,telephone,416,no
31,admin.,single,university.degree,yes,yes,telephone,174,no
57,self-employed,single,high.school,no,no,telephone,139,no
39,services,married,high.school,no,no,telephone,193,no
43,blue-collar,married,high.school,yes,no,telephone,294,no
50,admin.,married,university.degree,no,no,telephone,102,no
52,blue-collar,single,high.school,unknown,unknown,telephone,124,no
39,blue-collar,divorced,basic.9y,no,no,telephone,143,no
44,technician,single,unknown,yes,no,telephone,231,no
36,housemaid,married,basic.4y,yes,no,telephone,128,no
54,management,married,high.school,yes,no,telephone,74,no
27,admin.,single,basic.9y,yes,no,telephone,105,no
31,admin.,single,university.degree,no,no,telephone,992,yes
31,admin.,married,university.degree,no,no,telephone,168,no
28,blue-collar,married,basic.6y,no,no,telephone,250,no
31,management,single,university.degree,yes,no,telephone,254,no
30,management,divorced,high.school,no,yes,telephone,149,no
52,technician,married,professional.course,yes,no,telephone,133,no
37,technician,divorced,professional.course,no,no,telephone,374,no
30,services,married,university.degree,yes,no,telephone,425,no
45,blue-collar,married,basic.9y,yes,yes,telephone,207,no
54,technician,married,university.degree,yes,no,telephone,464,no
49,entrepreneur,married,basic.9y,yes,no,telephone,439,no
28,student,single,basic.9y,yes,yes,telephone,732,yes
53,technician,married,high.school,yes,no,telephone,149,no
45,blue-collar,married,basic.9y,yes,no,telephone,142,no
45,blue-collar,married,basic.9y,no,no,telephone,121,no
51,admin.,married,high.school,yes,no,telephone,359,no
41,blue-collar,married,basic.9y,yes,no,telephone,112,no
43,technician,married,professional.course,yes,no,telephone,274,no
31,admin.,single,university.degree,yes,no,telephone,325,no
39,admin.,single,unknown,yes,no,telephone,1521,no
38,technician,married,professional.course,no,no,telephone,216,no
50,entrepreneur,married,basic.9y,yes,yes,telephone,161,no
53,admin.,single,university.degree,yes,no,telephone,122,no
44,admin.,divorced,high.school,yes,no,telephone,800,no
53,blue-collar,married,basic.9y,yes,yes,telephone,615,no
24,services,single,high.school,no,no,telephone,111,no
34,admin.,single,high.school,yes,no,telephone,359,no
40,technician,married,professional.course,yes,no,telephone,327,no
57,management,divorced,university.degree,yes,no,telephone,236,no
43,blue-collar,married,basic.4y,yes,no,telephone,227,no
31,blue-collar,married,basic.6y,no,no,telephone,109,no
31,services,married,basic.6y,yes,no,telephone,492,no
31,blue-collar,married,basic.6y,yes,no,telephone,298,no
45,housemaid,married,basic.4y,yes,no,telephone,83,no
38,admin.,married,university.degree,no,no,telephone,241,no
47,blue-collar,married,professional.course,yes,no,telephone,131,no
42,blue-collar,married,basic.6y,no,no,telephone,123,no
35,blue-collar,single,unknown,yes,no,telephone,125,no
40,management,married,university.degree,yes,no,telephone,295,no
42,blue-collar,married,basic.6y,no,no,telephone,287,no
34,technician,married,professional.course,yes,no,telephone,109,no
48,admin.,single,university.degree,yes,no,telephone,140,no
35,blue-collar,married,unknown,yes,yes,telephone,52,no
37,technician,married,professional.course,yes,no,telephone,254,no
43,technician,married,professional.course,yes,no,telephone,255,no
42,admin.,single,unknown,no,no,telephone,126,no
46,admin.,divorced,university.degree,yes,no,telephone,184,no
37,blue-collar,single,basic.9y,yes,no,telephone,591,yes
40,blue-collar,married,high.school,yes,no,telephone,294,no
40,blue-collar,married,high.school,yes,no,telephone,285,no
43,technician,single,university.degree,no,no,telephone,336,no
